"company_name","business_state","sic_code","phone_number","website","business_categories","business_city","business_country","business_zip_code","closed_on","opening_hours","closing_hours","latitude","longitude","location_type","year_established","avg_opening_hour","avg_closing_hour","business_street_name","description","services","links","estimated_annual_revenue","num_employees","review_count","reviews","owner","manta_link","url","company_id"
"Finwise Bank","Utah","7389","801***600***","http://www.finwisebank.com/","[""Business Services"",""Business Services, NEC"",""Business services, nec""]","Sandy","United States","84094","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""8:30 AM"",""8:30 AM"",""8:30 AM"",""8:30 AM"",""8:30 AM"",""CLOSED""]","[""CLOSED"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""CLOSED""]",40.5803663,-111.86832320000002,"unknown",,"8:30 AM","6:00 PM","820 East 9400 South",,,,,,,,,"https://www.manta.com/c/mkwwmkf/finwise-bank","https://www.manta.com/c/mkwwmkf/finwise-bank","mkwwmkf"
"Tool Locker Plus","North Carolina","5072","336***523***","null","[""Construction"",""Hardware"",""Wholesale Tools""]","Greensboro","United States","27408",,,,36.0958596,-79.8163586,"Unknown",,,,"2136 Lawndale Drive","Categorized under Wholesale Tools. Current estimates show this company has an annual revenue of $5 to 10 million and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,,"https://www.manta.com/c/mbnlzvz/tool-locker-plus","https://www.manta.com/c/mbnlzvz/tool-locker-plus","mbnlzvz"
"Leasing Angels, Inc.","Tennessee","6531","901***470***","http://www.leasingangels.net/","[""Real Estate"",""Real Estate Agents and Managers"",""Real estate leasing and rentals""]","Memphis","United States","38117","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":true,""wednesday"":false}","[""CLOSED"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""10:00 AM""]","[""CLOSED"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""2:00 PM""]",35.1077027,-89.89091239999999,"unknown",,"9:00 AM","6:00 PM","5118 Park Ave, Suite 246",,,,,,,,"Nan***te ***n","https://www.manta.com/c/mk172y0/leasing-angels-inc","https://www.manta.com/c/mk172y0/leasing-angels-inc","mk172y0"
"Jeevs Crown","Maryland","5541","301***305***","http://www.gosunoco.com/locations/md/4404-forestvi","[""Automotive Services"",""Gasoline Service Stations"",""Gas Stations""]","District Heights","United States","20747",,,,38.864507,-76.915706,"unknown",2006,,,"2000 Brooks Drive null","Categorized under Gas Stations. Our records show it was established in 2006 and incorporated in MD. Current estimates show this company has an annual revenue of 372979 and employs a staff of approximately 4.",,,"372979","4",,,"San***v J***","https://www.manta.com/c/mb53cr0/jeevs-crown","https://www.manta.com/c/mb53cr0/jeevs-crown","mb53cr0"
"Climate Shield Heating & Cooling LLC.","New York","8711","(91***228***66","http://shieldhvac.com/","[""Professional Services"",""Engineering Services"",""Heating and ventilation engineering""]","New Rochelle","United States","10801","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",40.9106699,-73.79404729999999,"unknown",,,,"195 Washington Ave","HVAC Contractor
If you are having some trouble looking for a trustworthy and reliable HVAC contractor here in New Rochelle, NY, you can always turn to Climate Shield Heating & Cooling LLC. We provide the best  HVAC services for both residential and commercial properties. Call us today and avail of our free consultation! Contact us now at (914) 228-2266!",,,,,1,"[{""date"":""2020-03-08T16:05:26.000Z"",""name"":""Godfrey A*****d"",""rating"":5,""text"":""On Saturday night my boiler stopped working and I called Climate Shield next morning and left a message with the answering service; within the hour I received a call from the owner and he came within 2 hours and repaired the problem and he followed up the next day to make sure everything was okay.""}]","Leo*** Ra***ez","https://www.manta.com/c/mhzk2yk/climate-shield-heating-cooling-llc","https://www.manta.com/c/mhzk2yk/climate-shield-heating-cooling-llc","mhzk2yk"
"On Command Dog Training","California","5999","650***208***","http://www.oncomdog.com","[""Shopping"",""Miscellaneous Retail Stores, NEC"",""Pet Supplies""]","Half Moon Bay","United States","94019",,,,37.4542944,-122.4392594,"unknown",2015,,,"260 Grove Street null","Categorized under Pet Training. Current estimates show this company has an annual revenue of 32233 and employs a staff of approximately 2.",,,"32233","2",,,"Kri*** Al***nde***","https://www.manta.com/c/mhs6dv6/on-command-dog-training","https://www.manta.com/c/mhs6dv6/on-command-dog-training","mhs6dv6"
"Brad's Bail Bonds Visalia","California","6351","******","https://bradsbailbond.com/california/visalia/","[""Insurance"",""Surety Insurance"",""Bail Bonds""]","Visalia","United States","93291","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]",36.3298567,-119.2973597,"unknown",,"12:00 AM","12:00 AM","525 W Main St","Courteous, professional and always prepared, Brad's Bail Bonds Visalia is here to help you or your loved one get out of jail.
24 hours a day, 7 days a week, Brad's Bail Bonds Visalia has experienced, professional bondsmen ready to help YOU. We have bail agents all over California, so we are easily able to take care of the bail bonding needs of customers in your city and the surrounding areas. Courteous, professional and always prepared, our bail agents are here to help you or your loved one get out of jail. Give us a call and we'll find a way to make the bail bonds process hassle-free, and affordable, for you.",,,,,,,"Mik***one***","https://www.manta.com/c/m1r9z2c/brad-s-bail-bonds-visalia","https://www.manta.com/c/m1r9z2c/brad-s-bail-bonds-visalia","m1r9z2c"
"Delicia Tucker","Alabama","0161","256***277***","http://www.papasanta58.com","[""Agriculture"",""Vegetables and Melons"",""Market garden""]","Madison","United States","35758","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",,,"unknown",2011,,,,"teaching others how to eat healthy on a budget","[""fresh on a budget"",""how to eat healthy""]",,,"1",,,"Del***a T***er","https://www.manta.com/c/mxcy58j/delicia-tucker","https://www.manta.com/c/mxcy58j/delicia-tucker","mxcy58j"
"Wright Electric Co","Connecticut","1731","860***792***","http://www.harrywrightelectrical.com","[""Electrical"",""Electrical Work"",""Electrical Contractors""]","Washington Depot","United States","06794",,,,41.6643761864,-73.3475161334141,"unknown",1977,,,"14 Kinney Hill Road null","Categorized under Electrical Designers. Our records show it was established in 1977 and incorporated in CT. Current estimates show this company has an annual revenue of 1581863 and employs a staff of approximately 15.",,,"1581863","15",,,"Har***Wri***","https://www.manta.com/c/mm3gcvr/wright-electric-co","https://www.manta.com/c/mm3gcvr/wright-electric-co","mm3gcvr"
"Greenway Comfort Solutions","Delaware","1711","302***492***","http://www.greenwaycomfort.com","[""Consumer Products and Services"",""Plumbing, Heating, and Air-Conditioning"",""Warm Air Heating and Air Conditioning Contractors""]","Wilmington","United States","19809",,,,39.786398,-75.486167,"Single Location",2018,,,"501 Silverside Road # 130","Categorized under Warm Air Heating and Air Conditioning Contractors. Current estimates show this company has an annual revenue of 180082 and employs a staff of approximately 3.",,,"180082","3",,,,"https://www.manta.com/c/mkcwgvl/greenway-comfort-solutions","https://www.manta.com/c/mkcwgvl/greenway-comfort-solutions","mkcwgvl"
"Dryland Aquatics","Nebraska","7999","402***311***","http://drylandaquatics.com","[""Travel & Leisure"",""Amusement Services"",""Rafting Trips and Rafting Tours""]","Sparks","United States","69220",,,,42.9398247425198,-100.255287780195,"unknown",1971,,,"41115 Sparks Road null","Categorized under Canoe Rentals. Our records show it was established in 1971 and incorporated in Nebraska. Current estimates show this company has an annual revenue of 17423 and employs a staff of approximately 2.",,,"17423","2",,,"Edw*** He***rt","https://www.manta.com/c/mthj0gv/dryland-aquatics","https://www.manta.com/c/mthj0gv/dryland-aquatics","mthj0gv"
"Dan Harrod","Georgia","0251","770***559***","null","[""Agriculture"",""Broiler, Fryers, and Roaster Chickens"",""Broiler Fryer and Roaster Chickens""]","Roopville","United States","30170",,,,33.391572,-85.281003,"Single Location",1995,,,"379 Thomas Street","Categorized under Broiler Fryer and Roaster Chickens. Our records show it was established in 1995 and incorporated in Georgia. Current estimates show this company has an annual revenue of 185899 and employs a staff of approximately 5.",,,"185899","5",,,"Dan***rro***","https://www.manta.com/c/mmfylnn/dan-harrod","https://www.manta.com/c/mmfylnn/dan-harrod","mmfylnn"
"Ten Four Truck Stop","Georgia","5541","404***456***","null","[""Automotive Services"",""Gasoline Service Stations"",""Truck Stops and Plazas""]","Forest Park","United States","30297",,,,33.6184133,-84.3909267,"unknown",,,,"132 Forest Parkway null","Categorized under Truck Stops and Plazas. Current estimates show this company has an annual revenue of $5 to 10 million and employs a staff of approximately 5 to 9.",,,,"5 to 9",,,,"https://www.manta.com/c/mbsyh12/ten-four-truck-stop","https://www.manta.com/c/mbsyh12/ten-four-truck-stop","mbsyh12"
"Ironwood Village","Arizona","6531","623***757***","https://www.ironwoodvillage-apts.com","[""Real Estate"",""Real Estate Agents and Managers"",""Real Estate""]","Glendale","United States","85301",,,,33.5342307,-112.1558365,"unknown",2011,,,"6738 North 45th Avenue null","Categorized under Real Estate. Our records show it was established in 2011 and incorporated in WI. Current estimates show this company has an annual revenue of 146717 and employs a staff of approximately 2.",,,"146717","2",,,"Lar***Les***e","https://www.manta.com/c/mhx16hq/ironwood-village","https://www.manta.com/c/mhx16hq/ironwood-village","mhx16hq"
"Appalachia Reality","Ohio","6512","740***595***","http://www.appalachiarealty.com","[""Real Estate"",""Operators of Nonresidential Buildings"",""Office Buildings and Parks""]","Jackson","United States","45640",,,,39.0449407,-82.6300839,"unknown",1975,,,"580 East Main Street null","Categorized under Commercial Real Estate Agents. Our records show it was established in 1975 and incorporated in Ohio. Current estimates show this company has an annual revenue of 253628 and employs a staff of approximately 2.",,,"253628","2",,,"Jer*** Ei***ugl***","https://www.manta.com/c/mtmx6c9/appalachia-reality","https://www.manta.com/c/mtmx6c9/appalachia-reality","mtmx6c9"
"Grimes Locksmiths","Florida","7699","(56***02-***4","null","[""Consumer Services"",""Repair Shops"",""Locksmith shop""]","West Palm Beach","United States","33405","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]",26.667342,-80.055609,"unknown",,"12:00 AM","12:00 AM","5101 S Dixie Hwy","We handle all locksmith issues and problems with the fastest service possible.
It is not easy to pick a locksmith and it's harder when you are in an emergency.  We want to make that decision easy for you.  In fact our goal is to provide a smooth experience to our customers when dealing with their locksmith issues. We have skillful technicians ready to get you out of trouble. After you call our office you will have a technician in less than 30 minutes.","[""safes"",""locksmith services"",""locks"",""automotive door locks"",""high security locks"",""24 hour locksmith"",""lock installation""]",,,,,,"Alb*** Gi***","https://www.manta.com/c/mx4ftq7/grimes-locksmiths","https://www.manta.com/c/mx4ftq7/grimes-locksmiths","mx4ftq7"
"Mac Lennan Catherine PhD","Washington","8021","509***561***","null","[""Healthcare"",""Offices and Clinics of Dentists"",""Offices and clinics of dentists""]","Omak","United States","98841","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",48.413131,-119.53041999999999,"Unknown",,,,"127 North Ash St","Mac Lennan Catherine PhD",,,,,,,"Cat***ine***c L*********","https://www.manta.com/c/mmdy9md/mac-lennan-catherine-phd","https://www.manta.com/c/mmdy9md/mac-lennan-catherine-phd","mmdy9md"
"AAA Sweetwater Well & Pump","North Carolina","1781","(82***298***17","https://www.wncwelldrilling.com","[""Construction"",""Water Well Drilling"",""Water well drilling""]","Swannanoa","United States","28778","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""CLOSED""]","[""CLOSED"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""CLOSED""]",35.589032,-82.445412,"unknown",,"8:00 AM","6:00 PM","132 Old Jims Branch Rd","AAA Sweetwater Well & Pump provides professional well drilling & water pump installation services. Contact our team today to learn more about our services!
At AAA Sweetwater Well & Pump, we're all about high-quality, cost-effective well services. Based in Western North Carolina, our family business boasts a team of trained pros ready to handle anything from well drilling and installation to pump fitting and water filtration - you name it, we've got it covered! Whether you need a deep well pump, a submersible pump, or a good old-fashioned hand pump, we're the team to trust. So why wait? Get in touch with our top-notch well contractors and discover some of the best well and pump services Western NC has to offer!","[""Water Well Drilling"",""Water Well Installation"",""Water Well Pump Installation"",""Water Well Pressure System Installation"",""Well Water Testing"",""Well Water Filtration System Installation"",""Simple Pump Installation""]","{""facebook"":""http://www.facebook.com/WNCWellDriller""}",,,,,,"https://www.manta.com/c/m1wbfsx/aaa-sweetwater-well-pump","https://www.manta.com/c/m1wbfsx/aaa-sweetwater-well-pump","m1wbfsx"
"Thinque Unique-Home","Colorado","1521","303***775***","null","[""Construction"",""General Contractors-Single-Family Houses"",""Home Builders""]","Littleton","United States","80120",,,,39.5775576,-105.0071623,"Single Location",2009,,,"7772 South Louthan Street","Categorized under Home Builders. Our records show it was established in 2009 and incorporated in Colorado. Current estimates show this company has an annual revenue of 170071 and employs a staff of approximately 2.",,,"170071","2",,,"Mar***et ***lin*********","https://www.manta.com/c/mtbpfkz/thinque-unique-home","https://www.manta.com/c/mtbpfkz/thinque-unique-home","mtbpfkz"
"Euverard Gary Jr & Guyton Jose","North Carolina","1521","910***925***","null","[""Construction"",""General Contractors-Single-Family Houses"",""Home Builders""]","Wilmington","United States","28412",,,,34.142279,-77.917054,"Single Location",2010,,,"4910 Red Heart Drive","Categorized under Home Builders. Our records show it was established in 2010 and incorporated in North Carolina. Current estimates show this company has an annual revenue of 176154 and employs a staff of approximately 2.",,,"176154","2",,,"Kar***Euv***rd","https://www.manta.com/c/mtq2jjm/euverard-gary-jr-guyton-jose","https://www.manta.com/c/mtq2jjm/euverard-gary-jr-guyton-jose","mtq2jjm"
"M&M Technology Incorporated","Maryland","7379","301***652***","http://www.mandmtech.com","[""IT Outsourcing"",""Computer Related Services, NEC"",""Online Services Technology Consultants""]","Largo","United States","20774",,,,38.838596,-76.70694,"Single Location",2000,,,"1401 Merc Lane # 261","Categorized under Online Services Technology Consultants. Our records show it was established in 2000 and incorporated in MD. Current estimates show this company has an annual revenue of 500000 and employs a staff of approximately 1.",,,"500000","1",,,"Ker***Par***","https://www.manta.com/c/mm2qtv9/m-m-technology-incorporated","https://www.manta.com/c/mm2qtv9/m-m-technology-incorporated","mm2qtv9"
"Fairlane Harbor Homes","Florida","2452","772***969***","http://www.fairlaneharborhomes.com/","[""Construction"",""Prefabricated Wood Buildings and Components"",""Prefab Buildings and Modular Home Builders""]","Vero Beach","United States","32960","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""1:00 PM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""1:00 PM""]","[""4:00 PM"",""4:00 PM"",""4:00 PM"",""4:00 PM"",""4:00 PM"",""4:00 PM"",""4:00 PM""]",27.6288497,-80.37655459999996,"Unknown",,"9:00 AM","4:00 PM","1500 Indian River Boulevard","Fairlane Harbor
Fairlane Harbor Homes is an active adult community situated on the mainland overlooking the famous Indian River Lagoon with the Atlantic Ocean just minutes away.

Welcome to Fairlane Harbor Homes
We are a highly desirable and refined manufactured home community for active adults 55 years and older. We are located in the wonderful Vero Beach area, which has unique dining facilities, beautiful churches, many social clubs, a fine hospital and modern businesses.

The Indian River Lagoon is part of the Intracoastal Waterway and will delight boat lovers and avid fishermen.",,"{""facebook"":""https://www.facebook.com/pg/Fairlane-Harbor-Homes-109596749075433/reviews/?ref=page_internal""}",,,1,"[{""date"":""2017-03-01T13:08:28.000Z"",""name"":""Maureen H****n"",""rating"":3,""text"":""There's always a lot of activities going on at Fairlane Harbor Homes.""}]","Fra***Sta***a, ******","https://www.manta.com/c/mm3t3jp/fairlane-harbor-homes","https://www.manta.com/c/mm3t3jp/fairlane-harbor-homes","mm3t3jp"
"Bowery Kitchen Supply Equipment","New York","1521","212***145***","http://bowerykitchensupply.com","[""Construction"",""General Contractors-Single-Family Houses"",""Kitchen Remodeling and Planning Services""]","New York","United States","10011",,,,40.7433171,-74.0071256,"unknown",,,,"460 West 16th Street null","Categorized under Building Materials. Current estimates show this company has an annual revenue of $2.5 to 5 million and employs a staff of approximately 10 to 19.",,,,"10 to 19",,,,"https://www.manta.com/c/mmlhslc/bowery-kitchen-supply-equipment","https://www.manta.com/c/mmlhslc/bowery-kitchen-supply-equipment","mmlhslc"
"Alliance Pro Excavation L P","Texas","1794","817***668***","null","[""Construction"",""Excavation Work"",""Excavating Contractors""]","Colleyville","United States","76034",,,,32.8872,-97.146,"Single Location",2004,,,"6508 Colleyville Boulevard 300","Categorized under Excavating Contractors. Our records show it was established in 2004 and incorporated in Texas. Current estimates show this company has an annual revenue of 1100000 and employs a staff of approximately 12.",,,"1100000","12",,,"Lee***y H***","https://www.manta.com/c/mtcf0hl/alliance-pro-excavation-l-p","https://www.manta.com/c/mtcf0hl/alliance-pro-excavation-l-p","mtcf0hl"
"Samaritan Cardiology - Lincoln City","Oregon","8011","541***520***","http://www.samhealth.org/find-a-location/s/samaritan-cardiology-lincoln-city?utm_source=GG&utm_medium=LN&utm_campaign=TD","[""Healthcare"",""Offices and Clinics of Doctors of Medicine"",""Medical centers""]","Lincoln City","United States","97367","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""CLOSED""]","[""CLOSED"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""CLOSED""]",44.9849186,-123.9952355,"unknown",,"8:00 AM","5:00 PM","3100 NE 28th St, Ste B","Our team of cardiologists, nurse practitioners, physician assistants and nurses at Samaritan Cardiology - Lincoln City are here to help you.
Samaritan Cardiology - Lincoln City provides a full-spectrum of heart care including coronary angiography, angioplasty and stent placements, pacemaker insertions, implantable cardiac defibrillators, echocardiography, nuclear medicine imaging, heart monitors, cardiac stress testing, intravascular ultrasound, cardiac MRI, cardiac CT angiography and more. We complete hundreds of cardiovascular procedures (such as stents) each year and are up-to-date with cardiology treatment options.",,"{""facebook"":""http://www.facebook.com/samhealth"",""twitter"":""https://www.twitter.com/SamHealth""}",,,,,,"https://www.manta.com/c/mk7dxxd/samaritan-cardiology-lincoln-city","https://www.manta.com/c/mk7dxxd/samaritan-cardiology-lincoln-city","mk7dxxd"
"The Cazenave-Browns Mts Inc","California","7291","619***848***","null","[""Financial"",""Tax Return Preparation Services"",""Tax Return Preparation and Filing""]","Spring Valley","United States","91977",,,,32.743918,-116.9957729,"Single Location",1980,,,"3446 Monique Lane","Categorized under Tax Return Preparation and Filing. Our records show it was established in 1980 and incorporated in CA. Current estimates show this company has an annual revenue of 143000 and employs a staff of approximately 5.",,,"143000","5",,,"Let***a C***nav*********","https://www.manta.com/c/mb03zdg/the-cazenave-browns-mts-inc","https://www.manta.com/c/mb03zdg/the-cazenave-browns-mts-inc","mb03zdg"
"Addiction Counselor Pleasant Valley","New York","8399","(80***580***92","http://www.psychologytoday.com/us/therapists/addiction/ny/pleasant-valley",,"Pleasant Valley","United States","12569","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM""]","[""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM""]",41.7476022,-73.8307991,"unknown",,"8:00 AM","9:00 PM","198 Whiteford Dr #2","Addiction Counselor can help you or a relative make a total recovery from addiction
At Addiction Counselor, we offer specialized, comprehensive treatment programs for your addiction taking into account underlying contributing factors as well as co-occurring disorders. We have been providing quality addiction rehab services in USA for years now.  Call Now (800) 580-8192!! Addiction Counselor can help you or a relative make a total recovery from addiction.","[""Drug Abuse and Addiction Treatment""]",,,,,,"Joe***wma***","https://www.manta.com/c/mk7d06m/addiction-counselor-pleasant-valley","https://www.manta.com/c/mk7d06m/addiction-counselor-pleasant-valley","mk7d06m"
"Mobile Locksmith in Ruther Glen VA","Virginia","5087","(80***665***86","null",,"Ruther Glen","United States","22546","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]",,,"unknown",1990,"12:00 AM","12:00 AM",,"Mobile Locksmith in Ruther Glen VA
Mobile Locksmith in Ruther Glen, VA is a local locksmith service with technicians located in Ruther Glen, VA. Mobile Locksmith in Ruther Glen, VA delivers fast and efficient locksmith services 24 hours a day, 7 days a week. Our local locksmiths are available 24 hours in Ruther Glen, VA And the surrounding area. Mobile Locksmith in Ruther Glen, VA technicians have an average arrival time ranging from 15-30 minutes. Mobile Locksmith in Ruther Glen, VA Services staff consists of licensed and bonded locksmiths, exclusively. Our expert team of emergency locksmith professionals is trained & experienced in using the latest equipment and locksmith methods. Mobile Locksmith in Ruther Glen, VA Can help with Residential Locksmith Services, Commercial Locksmith Services, Automotive Locksmith Services, and more. in More Details About Residential Locksmith Services we service Emergency house lockout services, changing locks for residential homes, New lock installation on doors, Smart lock installation, Rekeying locks on doors, Damaged lock repair, Broken key extraction, Replace and/or repair window locks, Residential safe lockouts. locksmith in Ruther Glen, VA can also service Commercial Locksmith Services like Commercial business lockouts, Installing new locks on doors, Replacing or repairing old locks, Change out mailboxes, Unlocking or repairing different types of safes, Opening and unlocking file cabinets, Cut off old rusty padlocks, Service and reprogramming for digital locks. Locksmith in Ruther Glen, VA can also service Automotive Locksmith Services Like Car lockout services, retrieving locked keys in trunk, Car key replacement for lost or broken car keys, car key cutting, making duplicate car keys, Program or replace key fobs, Transponder key programming, Car key extraction, Ignition cylinder replacement and repair services, Ignition switch replacement and repair services, Rekey ignition and Luxury automotive assistance. Call (804) 665-9486 in Ruther Glen, VA For All Your Locksmith Needs.","[""locksmith services"",""Automobile locksmith"",""Security Locks for Doors"",""High Security Locks""]",,,,,,"Mar***cLa***lin***","https://www.manta.com/c/m1r621c/mobile-locksmith-in-ruther-glen-va","https://www.manta.com/c/m1r621c/mobile-locksmith-in-ruther-glen-va","m1r621c"
"artequipmentplus","Minnesota","5092","763***2-0***","http://www.artequipmentplus.com/home.html","[""Travel & Leisure"",""Toys and Hobby Goods and Supplies"",""Arts and crafts equipment and supplies""]","Rogers","United States","55374","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""9:30 AM"",""9:30 AM"",""9:30 AM"",""9:30 AM"",""9:30 AM"",""9:30 AM"",""9:30 AM""]","[""7:00 PM"",""7:00 PM"",""7:00 PM"",""7:00 PM"",""7:00 PM"",""7:00 PM"",""7:00 PM""]",45.19106,-93.58022,"NA",1,"9:30 AM","7:00 PM","13000 oakwood dr","We offer art supplys at great prices","[""drawing pads, pencils, how to draw books""]",,,"1",,,"Jer***ah ***pen***","https://www.manta.com/c/mx8mq98/artequipmentplus","https://www.manta.com/c/mx8mq98/artequipmentplus","mx8mq98"
"Media Driver, LLC","Texas","7371","469***958***","http://www.mediadriver.com","[""Computer Software"",""Computer Programming Services"",""Computer Software Writers, Freelance""]","Dallas","United States","75219",,,,32.804656,-96.8049909,"Single Location",2009,,,"3824 Cedar Springs Road","Categorized under Computer Software Writers, Freelance. Our records show it was established in 2009 and incorporated in TX. Current estimates show this company has an annual revenue of 295074 and employs a staff of approximately 3.",,,"295074","3",,,"Chr***oph***Aam******","https://www.manta.com/c/mtg8gzs/media-driver-llc","https://www.manta.com/c/mtg8gzs/media-driver-llc","mtg8gzs"
"Genesis Oil & Gas Consultants, Inc","Texas","8711","281***111***","http://www.genesisoilandgas.com","[""Professional Services"",""Engineering Services"",""Engineering Services""]","Houston","United States","77079",,,,29.785939,-95.6425149,"Single Location",2001,,,"11700 Old Katy Road # 150","Categorized under Engineering Services. Our records show it was established in 2001 and incorporated in Texas. Current estimates show this company has an annual revenue of 184866 and employs a staff of approximately 2.",,,"184866","2",,,"Loc***ssi***","https://www.manta.com/c/mml4ylv/genesis-oil-gas-consultants-inc","https://www.manta.com/c/mml4ylv/genesis-oil-gas-consultants-inc","mml4ylv"
"Dkn Salon","Illinois","7231","630***300***","http://www.dkn-salon.com","[""Consumer Services"",""Beauty Shops"",""Beauty Salons""]","Glen Ellyn","United States","60137",,,,41.87659,-88.0657645,"unknown",2008,,,"526 Crescent Boulevard # 9 null","Categorized under Hairdressers. Our records show it was established in 2008 and incorporated in Illinois. Current estimates show this company has an annual revenue of 68360 and employs a staff of approximately 2.",,,"68360","2",,,"Kar***Mil***zi","https://www.manta.com/c/mttm3mg/dkn-salon","https://www.manta.com/c/mttm3mg/dkn-salon","mttm3mg"
"Jennifer Moran, DDS, Inc","California","8021","408***460***","http://Alphadental.com","[""Healthcare"",""Offices and Clinics of Dentists"",""Dentist Offices""]","San Jose","United States","95123",,,,37.2485335,-121.8471667,"Single Location",2014,,,"5710 Cahalan Avenue # 8l","Categorized under Dentist Offices. Our records show it was established in 2014 and incorporated in CA. Current estimates show this company has an annual revenue of 280430 and employs a staff of approximately 4.",,,"280430","4",,,"Jen***er ***an","https://www.manta.com/c/mbdfd05/jennifer-moran-dds-inc","https://www.manta.com/c/mbdfd05/jennifer-moran-dds-inc","mbdfd05"
"Premier Boat Rental","North Carolina","7999","704***897***","http://www.thelakecalls.com","[""Travel & Leisure"",""Amusement Services"",""Boat Rentals and Charters""]","Cornelius","United States","28031",,,,35.4833953,-80.8752793,"unknown",2018,,,"18919 West Catawba Avenue null","Categorized under Yard Equipment Rental Stores. Current estimates show this company has an annual revenue of 53460 and employs a staff of approximately 2.",,,"53460","2",,,,"https://www.manta.com/c/mkx4bzy/premier-boat-rental","https://www.manta.com/c/mkx4bzy/premier-boat-rental","mkx4bzy"
"Sonshine Farm","Kentucky","0212","859***169***","null","[""Agriculture"",""Beef Cattle, Except Feedlots"",""Livestock Producers""]","Salvisa","United States","40372",,,,37.8911062,-84.8553291,"Single Location",1989,,,"4104 Louisville Road","Categorized under Livestock Producers. Our records show it was established in 1989 and incorporated in Kentucky. Current estimates show this company has an annual revenue of 284884 and employs a staff of approximately 4.",,,"284884","4",,,"Jos*** We***","https://www.manta.com/c/mm213gd/sonshine-farm","https://www.manta.com/c/mm213gd/sonshine-farm","mm213gd"
"Howard Brown Health Center","Illinois","8099","773***316***","http://www.howardbrown.org","[""Healthcare"",""Health and Allied Services, NEC"",""Blood Related Health Services""]","Chicago","United States","60657",,,,41.941312,-87.64924,"Branch",2006,,,"3245 North Halsted Street","Categorized under Blood Related Health Services. Our records show it was established in 2006 and incorporated in Illinois. Current estimates show this company has an annual revenue of $1 to 2.5 million and employs a staff of approximately 5 to 9.",,,,"5 to 9",,,"Dal*** Me***","https://www.manta.com/c/mmsdxsj/howard-brown-health-center","https://www.manta.com/c/mmsdxsj/howard-brown-health-center","mmsdxsj"
